5.821777802660000452e+04	6.900863170401148050e-01	1.075532750777499942e-02
5.821877304980000190e+04	6.865712547062814419e-01	1.071079558103333294e-02
5.822125549770000362e+04	6.869877645666149224e-01	1.071602416560000007e-02
5.822227878469999996e+04	6.783584127746149495e-01	1.060665097609999989e-02
5.822425705440000456e+04	6.939096049328148386e-01	1.080381633069999944e-02
5.822623178239999834e+04	6.815173764576147875e-01	1.064667952780000079e-02
5.822727030090000335e+04	6.987273774536149062e-01	1.086493786200000075e-02
5.823127483799999754e+04	7.070774751006148051e-01	1.097093861019999943e-02
5.823317335070000263e+04	6.849432077626149695e-01	1.069011703284999948e-02
5.824316983800000162e+04	6.670991877366148071e-01	1.046405789279999943e-02
5.824417038190000312e+04	6.866808017906149697e-01	1.071213221669999917e-02
5.824823301505000563e+04	6.873834335161148612e-01	1.072107671089999985e-02
5.825523388890000206e+04	6.652279333516148974e-01	1.044037084909999955e-02
5.825672695019999810e+04	7.021956152992814282e-01	1.090898186120000009e-02
5.825820864579999761e+04	7.055009857666147965e-01	1.095092070220000068e-02
5.826018929400000343e+04	7.047169997166149447e-01	1.094096696570000075e-02
5.826729445025000314e+04	6.887861214546149302e-01	1.073888939495000125e-02
5.827016995949999546e+04	6.833849820506148198e-01	1.067036312355000051e-02
5.827773940390000644e+04	6.901739244789482086e-01	1.075643562710000035e-02
5.828069837964999897e+04	7.016041229566147841e-01	1.090145892173333304e-02
5.828219098379999923e+04	7.032083384066147858e-01	1.092181248460000025e-02
5.828319291090000479e+04	6.990659659771147894e-01	1.086923710380000019e-02
5.828420815969999967e+04	6.974421442676148608e-01	1.084862915270000047e-02
5.828628234949999751e+04	6.853949515976147655e-01	1.069583061969999957e-02
5.829423246530000324e+04	6.755633168506147701e-01	1.057123984350000039e-02
5.829725263889999769e+04	6.788984876036148197e-01	1.061349388620000042e-02
5.843754990740000358e+04	6.215826458476148009e-01	9.888939604100000294e-03
5.844853078699999605e+04	6.076006368306148264e-01	9.712730252899998834e-03
5.846551232059999893e+04	5.904095780116149772e-01	9.496343137775000581e-03
5.846803598960000090e+04	6.070491409002816141e-01	9.705773030556667444e-03
5.847154493055000057e+04	6.119025160671149877e-01	9.766918119945001281e-03
5.847449048609999591e+04	6.083314182826149441e-01	9.721926860980001361e-03
5.847647277780000150e+04	6.146145213716147637e-01	9.801089391649999566e-03
5.848247539349999715e+04	6.077495573096147741e-01	9.714590026079999649e-03
5.848650198494999495e+04	6.258628649316149151e-01	9.942944851520000779e-03
5.848754370370000106e+04	6.220803485416148693e-01	9.895216698130000071e-03
5.849201270834999741e+04	6.357131250612815254e-01	1.006729440141666647e-02
5.849350268520000100e+04	6.423098686616148800e-01	1.015056686919999993e-02
5.849454480319999857e+04	6.496793732996148929e-01	1.024369611680000028e-02
5.850301406830000633e+04	6.451492791486148626e-01	1.018649986216666609e-02
5.850552370950000477e+04	6.506113268256148441e-01	1.025550142829999983e-02
5.850654831019999983e+04	6.686765500276148355e-01	1.048402630629999971e-02
5.852252649884999846e+04	6.527145104346148141e-01	1.028207360584999959e-02
5.852446611110000231e+04	6.597549395316149035e-01	1.037111485110000023e-02
5.852648497104999842e+04	6.535215763076149820e-01	1.029229185585000053e-02
5.854730509254999924e+04	6.805449575871149737e-01	1.063436019234999946e-02
5.855881299190000573e+04	6.762104708839480338e-01	1.057943900316666609e-02
5.856084697334999510e+04	6.753663710166148970e-01	1.056874611779999931e-02
5.856731691550000687e+04	6.753088548756149834e-01	1.056801820715000048e-02
5.857278459495000425e+04	6.858205033542814633e-01	1.070122755026666622e-02
5.858076607640000293e+04	7.057262718816148528e-01	1.095381017249999998e-02
5.858278343170000153e+04	7.027041915296148300e-01	1.091543646003333319e-02
5.858577144679999765e+04	7.162231102626148704e-01	1.108711781689999953e-02
5.858727409720000287e+04	7.082098060046149168e-01	1.098531776419999981e-02
5.858925379629999952e+04	7.111316499066149266e-01	1.102248548274999997e-02
5.859225658565000049e+04	7.023817409866148775e-01	1.091132122189999998e-02
5.859327885419999802e+04	7.249687408006149081e-01	1.119828606779999999e-02
5.859625460649999877e+04	7.178705544946148986e-01	1.110805236390000061e-02
5.860178531249999651e+04	7.409630382206149335e-01	1.140178931969999983e-02
5.860823162040000170e+04	7.376622665326149075e-01	1.135977166329999941e-02
5.861221021990000008e+04	7.452829052326148673e-01	1.145679197239999995e-02
5.862828778939999756e+04	7.210910152016147823e-01	1.114898560190000047e-02
5.863320210650000081e+04	7.204905322166148540e-01	1.114135291749999979e-02
5.863474564234999707e+04	7.115142312026148108e-01	1.102730678545000079e-02
5.863718317129999923e+04	7.171510391946149809e-01	1.109891073854999896e-02
5.864021418979999726e+04	7.149447835746147728e-01	1.107087251019999927e-02
5.864323986110000260e+04	7.116862601466149574e-01	1.102947368390000057e-02
5.864723443289999705e+04	7.339916201276148744e-01	1.131305889890000041e-02
5.865025025460000325e+04	7.328527359776149108e-01	1.129856753960000078e-02
5.865318660880000243e+04	7.280314167436148232e-01	1.123723526349999953e-02
5.865817769679999765e+04	7.548703790006148218e-01	1.157893131910000054e-02
5.866119754629999807e+04	7.670493861736149555e-01	1.173420515499999997e-02
5.866722905090000131e+04	7.695143442896148489e-01	1.176564784400000070e-02
5.867422024309999688e+04	7.472774617766149152e-01	1.148219481780000072e-02
5.867720444439999847e+04	7.360094985146148350e-01	1.133873644640000060e-02
5.878953539930000261e+04	6.758355645216149732e-01	1.057470923295000115e-02
5.879154039349999948e+04	6.604422127181148738e-01	1.037986995215000111e-02
5.879354244789999939e+04	6.612334015469483184e-01	1.038985024646666734e-02
5.879554297455000051e+04	6.526175984883648695e-01	1.028085676372500132e-02
5.879755351849999715e+04	6.438125403416148362e-01	1.016955191980000069e-02
5.880003600695000205e+04	6.256202369148649023e-01	9.939903269397499033e-03
5.883348015049999958e+04	5.974341106496148246e-01	9.584712384829999904e-03
5.884656657409999752e+04	5.569740828566147606e-01	9.076451510119999330e-03
5.885048597219999647e+04	5.658693145836148908e-01	9.188033070460000645e-03
5.885948079860000144e+04	5.310103951296147873e-01	8.751297776890000144e-03
5.887150203124999825e+04	5.321428065686149012e-01	8.765463104439999431e-03
5.888135792244999902e+04	5.258314006356148429e-01	8.686538000595000336e-03
